2018-05-29 03:27:43,878 -------------- New training session ----------------
alpha: 1
batch_size: 2
cfg: unet_dice2_redo
criterion: cross_entropy_dice
data_dir: /home/thuyen/Data/brats17/Brats17TrainingData
dataset: SingleData
gpu: '1'
name: unet_dice2_redo
net: Unet
net_params:
  dropout: 0.3
  n: 16
  norm: gn
num_epochs: 300
opt: Adam
opt_params:
  amsgrad: true
  lr: 0.001
  weight_decay: 0.0001
resume: {}
root: /home/thuyen/Data/brats17/
sample_size: 25
save_freq: 50
schedule:
  150: null
  250: null
seed: 2001
start_iter: 0
sub_sample_size: 19
target_size: 9
test_data_dir: /home/thuyen/Data/brats17/Brats17ValidationData
test_transforms: Compose([ Pad((0, 0, 0, 5, 0)), NumpyType((np.float32, np.int64)),
  ])
train_dir: /home/thuyen/Data/brats17/src/ckpts
train_list: all.txt
train_transforms: Compose([ RandCrop(128), NumpyType((np.float32, np.int64)), ])
valid_freq: 50
workers: 8

2018-05-29 03:36:07,147 Iter 253, Epoch 1.7754, Loss 0.4800
2018-05-29 03:36:09,026 Iter 254, Epoch 1.7825, Loss 0.5531
2018-05-29 03:36:10,907 Iter 255, Epoch 1.7895, Loss 0.2217
2018-05-29 03:36:12,787 Iter 256, Epoch 1.7965, Loss 0.4201
2018-05-29 03:36:14,665 Iter 257, Epoch 1.8035, Loss 0.2927
2018-05-29 03:36:16,546 Iter 258, Epoch 1.8105, Loss 0.2424
2018-05-29 03:36:18,426 Iter 259, Epoch 1.8175, Loss 0.5880
2018-05-29 03:36:20,305 Iter 260, Epoch 1.8246, Loss 0.3907
2018-05-29 03:36:22,184 Iter 261, Epoch 1.8316, Loss 0.5741
2018-05-29 03:36:24,064 Iter 262, Epoch 1.8386, Loss 0.3327
2018-05-29 03:36:25,953 Iter 263, Epoch 1.8456, Loss 0.1880
2018-05-29 03:36:27,833 Iter 264, Epoch 1.8526, Loss 0.4522
2018-05-29 03:36:29,714 Iter 265, Epoch 1.8596, Loss 0.4770
2018-05-29 03:36:31,626 Iter 266, Epoch 1.8667, Loss 0.3263
2018-05-29 03:36:33,506 Iter 267, Epoch 1.8737, Loss 0.4255
2018-05-29 03:36:35,386 Iter 268, Epoch 1.8807, Loss 0.3991
2018-05-29 03:36:37,265 Iter 269, Epoch 1.8877, Loss 0.4915
2018-05-29 03:36:39,145 Iter 270, Epoch 1.8947, Loss 0.5209
2018-05-29 03:36:41,025 Iter 271, Epoch 1.9018, Loss 0.7230
2018-05-29 03:36:42,905 Iter 272, Epoch 1.9088, Loss 0.6547
2018-05-29 03:36:44,786 Iter 273, Epoch 1.9158, Loss 0.5432
2018-05-29 03:36:46,666 Iter 274, Epoch 1.9228, Loss 0.5407
2018-05-29 03:36:48,547 Iter 275, Epoch 1.9298, Loss 0.8200
2018-05-29 03:36:50,426 Iter 276, Epoch 1.9368, Loss 0.3971
2018-05-29 03:36:52,305 Iter 277, Epoch 1.9439, Loss 0.5004
2018-05-29 03:36:54,185 Iter 278, Epoch 1.9509, Loss 0.4811
